Part,Value,Device,Package,Description
X1,A,ML6D,ML-6,
X2,A,ML6D,ML-6,
X3,A,ML6D,ML-6,
X4,A,ML6D,ML-6,
X5,B,ML6D,ML-6,
X6,B,ML6D,ML-6,
X7,B,ML6D,ML-6,
X8,B,ML6D,ML-6,
X9,A,ML6D,ML-6,
X10,B,ML6D,ML-6,
